stocks,levels
UPL,"{""230.35"": 1, ""524.25"": 19, ""382.75"": 3, ""829.45"": 1, ""650.9"": 23, ""810.45"": 7, ""596.65"": 15, ""813.45"": 4, ""582.75"": 32, ""771.45"": 20, ""774.1"": 21, ""656.35"": 30, ""729.0"": 38, ""506.6"": 16, ""429.55"": 8, ""599.55"": 21}"
LALPATHLAB,"{""1846.0"": 18, ""1179.55"": 1, ""2029.0"": 7, ""2394.7"": 29, ""3399.3"": 13, ""4245.5"": 2, ""3285.1"": 13, ""1805.55"": 5, ""2750.0"": 19, ""1762.05"": 6, ""2157.25"": 11, ""2767.1"": 12, ""1943.7"": 19, ""3653.95"": 19}"
ADANIPORTS,"{""203.0"": 1, ""378.35"": 11, ""901.0"": 6, ""638.1"": 6, ""829.9"": 16, ""679.7"": 15, ""795.0"": 27, ""651.95"": 5, ""924.65"": 2, ""653.1"": 5, ""987.85"": 2, ""395.1"": 10, ""785.65"": 23, ""889.5"": 9, ""1621.4"": 1, ""1160.6"": 7}"
ANANDRATHI,"{""542.05"": 2, ""721.35"": 5, ""739.4"": 2, ""3420.3"": 5}"
M&M,"{""589.85"": 11, ""245.4"": 1, ""952.05"": 2, ""724.65"": 6, ""979.0"": 2, ""671.15"": 1, ""1397.0"": 9, ""1123.4"": 2, ""1670.0"": 10, ""1450.0"": 2, ""3013.5"": 6, ""3222.1"": 2}"
GPIL,"{""13.35"": 2, ""4.0"": 1, ""92.4"": 2, ""46.25"": 2, ""99.55"": 1, ""44.6"": 1, ""62.85"": 6, ""45.3"": 1, ""83.1"": 4, ""131.6"": 3, ""244.8"": 1, ""161.45"": 2}"
MARUTI,"{""4001.1"": 1, ""7349.9"": 35, ""8329.0"": 18, ""6400.0"": 4, ""7698.0"": 30, ""6591.0"": 13, ""9050.0"": 12, ""6536.55"": 8, ""9769.0"": 13, ""8076.05"": 8, ""9030.45"": 17, ""8130.0"": 9, ""9737.65"": 9, ""13073.95"": 2, ""11561.45"": 10, ""13680.0"": 1, ""10742.45"": 11}"
SUVENPHAR,"{""420.0"": 5, ""291.6"": 5, ""559.35"": 17, ""457.0"": 16, ""590.0"": 8, ""425.7"": 9, ""631.75"": 9, ""430.1"": 7, ""390.5"": 9, ""520.0"": 44, ""463.3"": 19, ""768.0"": 2, ""585.2"": 8, ""598.0"": 4}"
GODREJCP,"{""772.0"": 12, ""425.1"": 1, ""641.0"": 3, ""762.0"": 17, ""808.35"": 9, ""646.15"": 8, ""1138.0"": 6, ""660.05"": 14, ""708.5"": 26, ""956.0"": 25, ""793.85"": 11, ""1102.05"": 9, ""959.8"": 20, ""1314.3"": 11, ""1140.05"": 5, ""1541.85"": 1}"
COALINDIA,"{""88.2"": 1, ""78.55"": 3, ""132.0"": 12, ""92.4"": 4, ""134.0"": 12, ""101.75"": 17, ""172.8"": 10, ""108.15"": 17, ""178.0"": 12, ""133.65"": 9, ""232.4"": 1, ""176.6"": 5, ""216.9"": 5, ""471.85"": 26, ""395.05"": 2, ""527.8"": 1}"
COROMANDEL,"{""642.0"": 3, ""443.2"": 1, ""838.95"": 19, ""682.0"": 1, ""880.9"": 31, ""711.0"": 6, ""956.0"": 22, ""764.95"": 30, ""709.35"": 3, ""1094.0"": 20, ""838.0"": 15, ""1271.55"": 1, ""1024.6"": 7, ""1789.0"": 6, ""1545.65"": 3}"
ACI,"{""731.8"": 8, ""494.15"": 2, ""689.0"": 17, ""510.05"": 8, ""837.7"": 1, ""571.3"": 2, ""581.1"": 7, ""832.0"": 1, ""590.05"": 8}"
HEG,"{""260.0"": 6, ""81.9"": 1, ""204.0"": 29, ""131.8"": 1, ""516.0"": 4, ""361.2"": 16, ""525.8"": 1, ""206.4"": 16, ""178.15"": 7, ""275.75"": 5, ""186.5"": 12, ""226.75"": 13, ""183.6"": 7, ""382.8"": 3, ""292.4"": 3, ""321.0"": 20, ""548.6"": 1, ""391.0"": 1}"
LICHSGFIN,"{""478.25"": 8, ""176.75"": 1, ""314.8"": 9, ""478.9"": 4, ""364.2"": 48, ""533.95"": 4, ""356.6"": 21, ""454.0"": 27, ""399.5"": 31, ""312.5"": 11, ""283.25"": 6, ""435.1"": 26, ""340.15"": 11, ""422.5"": 33, ""306.6"": 8, ""544.8"": 2, ""826.75"": 1, ""580.15"": 5}"
LODHA,"{""769.5"": 6, ""407.1"": 1, ""594.5"": 7, ""454.0"": 11, ""571.0"": 6, ""355.5"": 4, ""977.35"": 1, ""1649.95"": 1, ""1043.05"": 5}"
ABFRL,"{""281.4"": 16, ""95.6"": 1, ""178.95"": 3, ""223.7"": 39, ""189.35"": 5, ""318.7"": 18, ""250.0"": 14, ""322.0"": 22, ""221.3"": 38, ""359.5"": 1, ""184.4"": 7, ""192.95"": 8, ""198.75"": 17, ""364.4"": 1}"
TEJASNET,"{""28.9"": 1, ""220.85"": 1, ""570.5"": 7, ""541.3"": 8, ""360.6"": 3, ""570.9"": 6, ""773.0"": 2, ""510.0"": 3, ""940.0"": 1, ""651.25"": 6, ""1495.0"": 1, ""1102.85"": 1}"
GNFC,"{""49.05"": 1, ""186.0"": 5, ""375.9"": 9, ""267.6"": 5, ""471.7"": 4, ""865.5"": 2, ""486.5"": 13, ""752.0"": 6, ""437.95"": 5, ""620.1"": 18, ""485.5"": 21, ""798.4"": 3, ""573.75"": 8, ""760.1"": 4, ""580.15"": 12}"
MANKIND,"{""1949.0"": 6, ""1683.05"": 5, ""2490.0"": 3, ""1901.05"": 7}"
M&MFIN,"{""239.6"": 2, ""70.15"": 1, ""153.15"": 7, ""218.0"": 8, ""132.25"": 5, ""200.05"": 21, ""121.7"": 10, ""184.8"": 13, ""228.8"": 12, ""265.7"": 22, ""209.35"": 12, ""340.25"": 5, ""231.05"": 11, ""239.9"": 2, ""343.0"": 1}"
ASHOKLEY,"{""82.55"": 1, ""28.75"": 1, ""133.95"": 24, ""101.25"": 2, ""148.55"": 9, ""88.25"": 5, ""164.5"": 11, ""130.25"": 13, ""151.35"": 6, ""128.15"": 18, ""186.55"": 2, ""159.8"": 13, ""184.65"": 5, ""152.6"": 3, ""264.65"": 1}"
PRAJIND,"{""129.75"": 2, ""43.0"": 1, ""58.55"": 4, ""407.0"": 15, ""292.05"": 1, ""301.05"": 1, ""289.05"": 1, ""461.6"": 4, ""298.65"": 1, ""650.5"": 3, ""448.0"": 5, ""483.35"": 5}"
NBCC,"{""9.37"": 1, ""20.27"": 6, ""14.8"": 1, ""36.03"": 3, ""39.87"": 4, ""27.03"": 18, ""26.1"": 26, ""35.8"": 4, ""22.77"": 20, ""17.7"": 3, ""20.63"": 6, ""117.9"": 7, ""139.83"": 1, ""85.21"": 4}"
UCOBANK,"{""8.4"": 1, ""16.7"": 9, ""11.3"": 35, ""16.35"": 9, ""10.75"": 11, ""15.9"": 6, ""12.35"": 24, ""15.3"": 7, ""14.2"": 19, ""11.05"": 17, ""10.55"": 1, ""38.15"": 11, ""22.25"": 3, ""31.6"": 2, ""48.45"": 8, ""70.65"": 2, ""62.35"": 1}"
KANSAINER,"{""195.8"": 1, ""453.35"": 1, ""347.55"": 26, ""433.3"": 3, ""450.0"": 1, ""348.65"": 19, ""238.75"": 3, ""357.25"": 15, ""249.1"": 6, ""354.0"": 9, ""301.0"": 29, ""357.3"": 16, ""257.5"": 18, ""251.85"": 13, ""320.5"": 44}"
CRISIL,"{""2068.0"": 4, ""1052.7"": 1, ""2124.0"": 2, ""2049.0"": 6, ""1741.0"": 18, ""3330.0"": 12, ""3498.0"": 15, ""2540.0"": 4, ""3863.55"": 20, ""2961.2"": 24, ""2725.0"": 10, ""4454.95"": 11, ""3660.7"": 3, ""5268.5"": 6, ""3880.0"": 35}"
OLECTRA,"{""41.45"": 1, ""80.7"": 1, ""78.45"": 2, ""55.0"": 2, ""232.05"": 1, ""166.1"": 3, ""941.2"": 3, ""535.0"": 7, ""374.1"": 1, ""1465.0"": 2, ""2221.95"": 1, ""1458.5"": 1, ""1960.0"": 6, ""1787.0"": 14}"
TATAPOWER,"{""62.1"": 3, ""27.0"": 1, ""63.4"": 1, ""114.5"": 2, ""267.85"": 6, ""298.05"": 1, ""190.0"": 3, ""251.15"": 12, ""194.6"": 5, ""182.35"": 1, ""276.5"": 2, ""464.2"": 4, ""371.65"": 6, ""494.85"": 1}"
